,lat,lon,arome_t2m,temp_air,temp_surf,temp_snow_ice,temp_ice,sic,residuals,hour,doy,NN_temp,FNN_temp,xgb_temp,xgbdo_temp,xgbpo_temp
2025-06-11 08:00:00,80.30522669999999,2.80338505,0.07794189453125,0.3125,2.79,0.4375,-1.03125,0.8558225631713867,0.23455810546875,8,162,0.5732547044754028,0.46335265040397644,0.6136488914489746,0.669808566570282,0.3646160662174225
2025-06-11 09:00:00,80.30288915,2.77993365,0.070343017578125,0.40625,3.325,0.53125,-0.9375,0.8558225631713867,0.335906982421875,9,162,0.6600134372711182,0.5086833834648132,0.6728187799453735,0.662209689617157,0.3570171892642975
2025-06-11 10:00:00,80.30090775,2.7582968,0.026885986328125,0.53125,4.24,0.96875,-0.78125,0.8558225631713867,0.504364013671875,10,162,0.652907133102417,0.5113002955913544,0.8107846975326538,0.618752658367157,0.4097770154476166
2025-06-11 11:00:00,80.2992597,2.7403609500000004,0.038818359375,0.3125,3.74,0.625,-0.8125,0.8558225631713867,0.273681640625,11,162,0.6985150575637817,0.5699467658996582,0.7042130827903748,0.630685031414032,0.3534691333770752
2025-06-11 12:00:00,80.29774315,2.72581345,0.056488037109375,0.28125,3.83,0.5625,-0.78125,0.8617830276489258,0.224761962890625,12,162,0.7153788805007935,0.5979461073875427,0.6296882033348083,0.648354709148407,0.32131609320640564
2025-06-11 13:00:00,80.2959629,2.7130722,-0.11419677734375,0.28125,3.73,0.5,-0.78125,0.8617830276489258,0.39544677734375,13,162,0.4025055170059204,0.35210421681404114,1.0481044054031372,0.477669894695282,0.02741895616054535
2025-06-11 14:00:00,80.29388305,2.7028049000000003,-0.16827392578125,0.34375,4.11,0.5,-0.75,0.8617830276489258,0.51202392578125,14,162,0.28117603063583374,0.2529181241989136,1.03553307056427,0.423592746257782,-0.26882123947143555
2025-06-11 15:00:00,80.29163595,2.69443105,-0.1697998046875,0.71875,5.220000000000001,0.4375,-0.75,0.8629751205444336,0.8885498046875,15,162,0.20132887363433838,0.21576187014579773,0.6411008834838867,0.422066867351532,-0.27034711837768555
2025-06-11 16:00:00,80.28951375,2.6874699,-0.113861083984375,0.1875,3.43,0.40625,-0.8125,0.8629751205444336,0.301361083984375,16,162,0.193137526512146,0.254332959651947,0.4022367596626282,0.478005588054657,0.02775464951992035
2025-06-11 17:00:00,80.28757855,2.68090315,-0.056854248046875,0.0625,2.76,0.40625,-0.78125,0.8629751205444336,0.119354248046875,17,162,0.17739421129226685,0.3036768436431885,0.3225055932998657,0.535012423992157,0.45460045337677
2025-06-11 18:00:00,80.28625840000001,2.67577925,-0.010955810546875,0.0,1.87,0.28125,-0.8125,0.8629751205444336,0.010955810546875,18,162,0.1500457525253296,0.337036669254303,0.3146343529224396,0.580910861492157,0.376206636428833
2025-06-11 19:00:00,80.28557570000001,2.6742607,0.02899169921875,0.0,1.54,0.25,-0.8125,0.8629751205444336,-0.02899169921875,19,162,0.08365273475646973,0.3687773048877716,0.19298608601093292,0.620858371257782,0.3620600402355194
2025-06-11 20:00:00,80.28567135,2.6784816,0.05224609375,0.0,1.48,0.25,-0.78125,0.8570146560668945,-0.05224609375,20,162,0.0834091305732727,0.36884698271751404,0.18935945630073547,0.644112765789032,0.3668968677520752
2025-06-11 21:00:00,80.2865251,2.6885608000000003,0.045867919921875,0.0,1.42,0.21875,-0.78125,0.8570146560668945,-0.045867919921875,21,162,0.02464461326599121,0.3069072663784027,0.12852612882852554,0.637734591960907,0.3605186939239502
2025-06-11 22:00:00,80.28794015,2.70358715,0.08575439453125,0.0,1.25,0.1875,-0.78125,0.8570146560668945,-0.08575439453125,22,162,0.060180842876434326,0.2940309941768646,0.23883292078971863,0.677621066570282,0.3724285662174225
2025-06-11 23:00:00,80.2898553,2.7230659,9.1552734375e-05,0.0,1.205,0.1875,-0.78125,0.8570146560668945,-9.1552734375e-05,23,162,-0.09471365809440613,0.08345761895179749,0.10451430827379227,0.591958224773407,0.3748081624507904
2025-06-12 00:00:00,80.291987,2.74427055,-0.12841796875,0.0,1.04,0.125,-0.8125,0.8346836566925049,0.12841796875,0,163,-0.2290327250957489,-0.47933024168014526,0.03414164483547211,0.7133296132087708,0.1968507170677185
2025-06-12 01:00:00,80.2942195,2.76484595,-0.066314697265625,0.0,1.08,0.15625,-0.78125,0.8346836566925049,0.066314697265625,1,163,-0.135631263256073,-0.3567797541618347,0.09084293246269226,0.7754328846931458,0.5363497734069824
2025-06-12 02:00:00,80.29649415,2.7816014,-0.000335693359375,0.03125,1.335,0.1875,-0.75,0.8346836566925049,0.031585693359375,2,163,-0.00345766544342041,-0.12123997509479523,0.15495683252811432,0.8414118885993958,0.4473840892314911
2025-06-12 03:00:00,80.29847175,2.793165,0.08551025390625,0.0625,1.58,0.25,-0.75,0.8346836566925049,-0.02301025390625,3,163,0.22867828607559204,0.24594159424304962,0.19821671396493912,0.9272578358650208,0.46058037877082825
2025-06-12 04:00:00,80.30013735,2.8000717,0.0556640625,0.25,2.375,0.3125,-0.71875,0.8346836566925049,0.1943359375,4,163,0.2551485300064087,0.331768274307251,0.5283553898334503,0.8974116444587708,0.45871075987815857
